PDL_Delay	where is my delivery driver?
PDL_Delay	is my driver going to be late
PDL_Delay	Is my home delivery still coming?
PDL_Delay	is the delivery going to be late?
PDL_Delay	"I use your online ordering and delivery of groceries often but lately the delivery is coming later and later, why is that?"
PDL_Delay	My delivery hasn't arrived yet
PDL_Delay	"My delivery hasn't come yet, can you tell me when it will be delivered?"
PDL_Delay	My delivery is an hour late?
PDL_Delay	My delivery is delayed
PDL_Delay	My delivery is late
PDL_Delay	"My delivery usually comes by now, do you know where the driver is?"
PDL_Delay	my driver didn't show up in the window planned
PDL_Delay	My driver hasn't arrived yet
PDL_Delay	my driver is late
PDL_Delay	My grocery delivery is late?
PDL_Delay	My order hasn't shown up yet
PDL_Delay	My order is delayed
PDL_Delay	my order is late
PDL_Delay	"my order was supposed to arrive, but I still don't have it"
PDL_Delay	My order was supposed to be here an hour ago
PDL_Delay	Should I expect delays with my delivery?
PDL_Delay	website is delayed
PDL_Delay	What about the driver?
PDL_Delay	What is taking so long with my order?
PDL_Delay	What time will I see the driver?
PDL_Delay	when am i going to get my delivery
PDL_Delay	when will the driver deliver my order
PDL_Delay	where is my delivery
PDL_Delay	Where is my delivery?
PDL_Delay	Where is my delivery person
PDL_Delay	Where is my driver?
PDL_Delay	where is my order
PDL_Delay	where is my order?
PDL_Delay	where is the delivery driver
PDL_Delay	why are their delays on delivery?
PDL_Delay	why hasn't my order arrived yet
PDL_Delay	Why is home delivery delayed?
PDL_Delay	why is my delivery late
PDL_Delay	Why is my delivery late?
PDL_Delay	Why is my delivery so late?
PDL_Delay	Why is my home delivery late?
PDL_Delay	Why is there such a delay from when I order my groceries to when they are delivered?
PDL_Delay	Will I see a delay in my home delivery?
PDL_Delay	i haven't received my delivery
PDL_Delay	i have not seen the driver yet
PDL_Delay	I am waiting on my delivery
PDL_Delay	I am still waiting for my order
PDL_Delay	How long does it take for delivery once I have placed the order online?
PDL_Delay	How late is my delivery going to be?
PDL_Delay	How do I receive update on my driver?
PDL_Delay	how do I know when my order will arrive
PDL_Delay	How do I get an update on my driver's status
PDL_Delay	How do I get an update on my delivery status
PDL_Delay	Will I get a text when driver is near or at my house? Do I have to sign anything? Thank you
PDL_Delay	Update on delivery
PDL_Delay	What time they deliver ?
PDL_Delay	Are you still doing home deliveries?
PDL_Delay	Can i see my driver on a map in the app?
PDL_Delay	can you explain why my home delivery is delayed
PDL_Delay	do you know where my delivery is?
PDL_Delay	Has my driver been delayed?
PDL_Delay	How can I track my order
PDL_Delay	how come i have not seen my delivery
PDL_Delay	How come my home delivery hasn't made it yet
GF_Pharmacy_General	Do you still have pharmacists at your store
GF_Pharmacy_General	Do the pharmacy associates clean the pinpads?
GF_Pharmacy_General	Do pharmacists have to wear masks and gloves?
GF_Pharmacy_General	How does the pharmacy practice social distancing
GF_Pharmacy_General	How has associates been trained in pharmacy
GF_Pharmacy_General	how often are you cleaning the pharmacy
GF_Pharmacy_General	"I have a question about a prescription, can I talk to your pharmacist"
GF_Pharmacy_General	What is being done at the pharmacy?
GF_Pharmacy_General	What precautions are being taken at the Pharmacy?¬†¬†
GF_Pharmacy_General	What precautions are being taken in the Pharmacy?
GF_Pharmacy_General	what precautions are you taking at the pharmacy?
GF_Pharmacy_General	what are you doing to protect the pharmacy?
GF_Pharmacy_General	what are you doing in the pharmacies
GF_Pharmacy_General	What are you doing in pharmacy to keep safe
GF_Pharmacy_General	what are you doing for the pharmacy?
GF_Pharmacy_General	What are the RXs doing to protect customers?
GF_Pharmacy_General	"What are the pharmacies doing to protect customer""s"
GF_Pharmacy_General	What about the pharmacy?
GF_Pharmacy_General	speak to pharmacist
GF_Pharmacy_General	Safety at the pharmacy
GF_Pharmacy_General	Precautions at the pharmacy.
GF_Pharmacy_General	Pharmacy measures?
GF_Pharmacy_General	Pharmacies are protecting their customers how?
GF_Pharmacy_General	Is your pharmacy safe?
GF_Pharmacy_General	Is your pharmacy practicing social distancing?
GF_Pharmacy_General	Is the pharmacy sanitized?
GF_Pharmacy_General	Are associates at the pharmacy clean?
GF_Pharmacy_General	Are the pharmacies clean?
GF_Pharmacy_General	Are the pharmacies safe?
GF_Pharmacy_General	Are the pharmacy associates sanitizing?
GF_Pharmacy_General	Are there changes to your pharmacies
GF_Pharmacy_General	Are there precautions at the pharmacy?
GF_Pharmacy_General	are you cleaning pharmacies
GF_Pharmacy_General	are you cleaning the pharmacy?
GF_Pharmacy_General	Are you making necessary pharmacy adjustments?
GF_Pharmacy_General	Are you taking precautions at the pharmacy?
GF_Pharmacy_General	Is the pharmacy safe?
GF_Pharmacy_General	is the pharmacy safe
GF_Pharmacy_General	how clean is the pharmacy now
GF_Pharmacy_General	Is the pharmacy clean?
GF_Pharmacy_General	What safety steps are you taking at the pharmacy?
GF_Pharmacy_General	What steps is the pharmacy taking to clean?
GF_Password_Reset	Password reset assistance
GF_Password_Reset	Password reset?
GF_Password_Reset	password reset
GF_Password_Reset	password does not work.
GF_Password_Reset	password
GF_Password_Reset	Need password reset
GF_Password_Reset	my password is wrong
GF_Password_Reset	log in doesn’t take my password
GF_Password_Reset	log in doesn‚Äôt take my password
GF_Password_Reset	I need to reset my password.
GF_Password_Reset	I need to reset my password?
GF_Password_Reset	i need to reset my password
GF_Password_Reset	i need help with password reset
GF_Password_Reset	I need a password reset
GF_Password_Reset	I need a new password
GF_Password_Reset	I know my email but don't know password
GF_Password_Reset	login not working
GF_Password_Reset	lost my password
GF_Password_Reset	My account is locked out
GF_Password_Reset	My online account password doesn't work?
GF_Password_Reset	My password doesn't work?
GF_Password_Reset	my password is not working
GF_Password_Reset	I forgot the password I use for stop and shop
GF_Password_Reset	I forgot the password I use for Giant Company
GF_Password_Reset	I forgot the password I use for food lion
GF_Password_Reset	I forgot the password
GF_Password_Reset	I forgot my password for stop and shop
GF_Password_Reset	I forgot my password for Giant Company
GF_Password_Reset	I forgot my password for food lion
GF_Password_Reset	I forgot my password
GF_Password_Reset	I don't remember my password
GF_Password_Reset	how do i reset my passwrd
GF_Password_Reset	forgot password
GF_Password_Reset	food lion online password reset
GF_Password_Reset	Can you reset my password?
GF_Password_Reset	can you reset my password
GF_Password_Reset	Can you help me log in to the site?
GF_Password_Reset	can't remember my password
GF_Password_Reset	Can I reset my password for my online account
GF_Password_Reset	How do I reset my password for my online account?
GF_Password_Reset	how do I reset my password?
GF_Password_Reset	how do i reset my password
GF_Password_Reset	How do I get my password reset
GF_Password_Reset	how do i change my password
GF_Password_Reset	I don't know my password
GF_Password_Reset	I don't remember my password
GF_Password_Reset	I don't remember my password
GF_Password_Reset	I can't log into my account
GF_Password_Reset	"I cannot log into the site, can you reset my password?"
GF_Password_Reset	I cannot login
GF_Password_Reset	I am locked out of my stop and shop account
GF_Password_Reset	I am locked out of my Giant Company account
GF_Password_Reset	I am locked out of my food lion account
GF_Password_Reset	can I reset my password
GF_Password_Reset	account password reset
GF_Password_Reset	I can't access my account
GF_Password_Reset	where do I go to reset my password?
GF_Password_Reset	What do I need to do to reset my password
GF_Password_Reset	what do I do for password reset?
GF_Password_Reset	unknown password
GF_Password_Reset	the log in does not work
GF_Password_Reset	stop and shop online password reset
GF_Password_Reset	Resetting password
GF_Password_Reset	reset the password
